*ItemCode,ItemName,PurchasesDescription,PurchasesUnitPrice,PurchasesAccount,PurchasesTaxRate,SalesDescription,SalesUnitPrice,SalesAccount,SalesTaxRate,InventoryAssetAccount,CostOfGoodsSoldAccount
JR-J-SPEPG-COF,Jura Single Portable Esp,Handpresso - Single Portable Espresso Pump Metallic Grey,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$450.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
JR-J-OUTDS-COF,Jura Outdoor Set (4 Cups),"Handpresso - Jura Outdoor Set - 1 Pump Black, 4 Cups",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$450.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
JR-J-AUTOS-COF,Jura Auto Set - Machine (2cup),"Handpresso - Jura Auto Set - Machine 12 V Black, 2 Cups, Soft Tovel",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$950.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-GOOSEKETTLE,Brewista Artisan 600ML,Brewista Artisan 600ML Variable Kettle,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$588.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-BARWRENCH-BRE,Pallo - Barista Wrench,Pallo - Barista Wrench,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-K-SSRT-BRE,Krome - Side Spray Rinser Tray,"Krome - Side Spray Rinser Tray 20""x7""x7/8""",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-GOOSEKETTLEgrey,Brewista Artisan 600 ML Grey,,$0.00 ,53210,VS5 - VAT on Sales (5%),,$588.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-E-ESP&COPP,Espresso & Capuccino Maker,,$0.00 ,53210,VRX - VAT on Purchases (Reverse) (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-STEAMER,Bellman Steamer,,$0.00 ,53210,VRX - VAT on Purchases (Reverse) (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-POTHG-BRE,Porlex Tall Hand Grinder,,$0.00 ,53210,VRX - VAT on Purchases (Reverse) (5%),,$315.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-I-MATRW-DAR,Raw Coffee Tamper Holder Round,Raw Coffee Tamper Mat - Round,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EG-R-FAUSTO-B,Rocket Fautso Grinder Black,,"$2,005.00 ",53210,VS5 - VAT on Sales (5%),,"$4,410.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
EG-R-FAUSTO-S,Rocket Fautso Grinder Silver,,"$2,005.00 ",53210,VS5 - VAT on Sales (5%),,"$4,410.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-SFM-BRE,Syphon Cloth Filter MechF-103S,"Hario - Filter for Coffee Syphone TCA-2/3/5, F–103",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CNBGWR-BRE,Comandante Nitro-Blade Red CG,,$950.00 ,53210,VS5 - VAT on Sales (5%),,"$1,155.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-THERS,Thermometer Rhinowares Short 5,Thermometer Rhinowares Short Stem 5,$34.00 ,53210,VS5 - VAT on Sales (5%),,$95.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-FBCB3-BEL,FrenchPress Portable Self-Lock,French Press Portable Self-Lock - Belr,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$120.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TMCTI-BRE,Tamping Mat Corner - Tiamo,Tamping Mat Corner - Tiamo - Black,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$90.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-KBGT,Moccamaster KBGT Thermos flask,Moccamaster KBGT Thermos flask 1.25 ltr,$190.00 ,53210,VS5 - VAT on Sales (5%),X,$262.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
JR-J-CFSJCP-COF,Jura Claris Filter Smart Plus,Care Products - Jura Claris Filter Smart Plus,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$215.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CFBSQ-BRE,Chemex Bonded Square Fltr 6Cup,Chemex Bonded White Square Coffee Filters,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-GOOSEKETTLEBLK,Brewista Artisan 600 ML Black,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$588.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EG-B-BARATZA-BRE,Baratza Forte BG - Grinder,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$242.86 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-VDRSCM-BRE,V60 Metal Drip Scale (Hario),,$0.00 ,53210,VPX - VAT on Purchases (5%),,$367.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-DKTSC-TAN,Tanita-Digital Kitchen Scale,Tanita - Digital Kitchen Scale 5Kg,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-B- BPMOAN-SIN,Sinar 6070 Moisture Analyser,Sinar 6070 Beanpro Moisture Analyser,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-R-CLRRAN-ROA,"Colour Meter, handheld","Colour Meter, Handheld for Roast Analyzer - Roami",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-V- REFRACT-VST,VST LAB Coffee Refractometer,VST LAB Coffee III Refractometer,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-THERMO-TAY,Infrared Thermometer with Lase,Taylor Infrared Thermometer with Laser Sight,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-CUPBOWL-BRE,Tiamo U Shape Cupping Bowle,Tiamo U Shape Cupping Bowle-6pc Per Pack1,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-S-AROMAK-SCA,Le Nez Du Cafe Aroma Kit,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-SUPPSP-BRE,Rhinoware - Cupping Spoon,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-O-CBTRAY-BRE,Oval Coffee Bean Trays - 12pc,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-BGDGSHT-BRE,Big Digit Shot Timer,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-S-ESPCUP-BRE,EVO Espresso Cup with Saucer,ACME - EVO Espresso Cup 70ml Cup with\r\nSaucer - Milk/White - 70 ML,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-S-EVOFLT-BRE,EVO Flat White Cup with Sacuce,Acme - EVO Flat White Cup with Saucer - Milk\r\n/White - 150 ML,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SP-R-PULLMAN-BRE,Pullman Barista Handle Black,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-C6BPC-BRE,Chemex 6Cup Filters Circles,Chemex - Bonded Filters Pre-Folded Circles 6 Cup,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-FPK80-BRE,Bodum - Coffeemaker 8 Cup,"Bodum - Chambord Coffee Maker, 8Cup,1.0 I,34oz",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$325.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-K-KWAVD-BRE,Kalita Wave Steel Dripper,Kalita Wave Stainless Steel Dripper -185,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$190.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CTCPM-BRE,Cezve Turkish Coffee Pot Mediu,Cezve Turkish Coffee Pot Medium,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-ZIGJOEGLO-BRE,"Zigzag, Pallo Grouphead Brush","Brush, Zigzag, Pallo Grouphead Brush, CTBLK",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$52.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-GOOSEKETTLEGOLD,Brewista Artisan 600ML Gold,Brewista Artisan 600ML Variable Kettle Gold,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$588.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-RW600ML-BRE,"Milk Jug, 600ml 20oz Rhinoware",,$0.00 ,53210,VPX - VAT on Purchases (5%),,$99.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-RW340ML-BRE,"Milk Jug, 340ML Rhinoware",,$0.00 ,53210,VPX - VAT on Purchases (5%),,$89.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-LBCS5-BBRE,Syphon 5 Cup Lower Bowl,,$115.50 ,53210,VPX - VAT on Purchases (5%),,$185.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-S5CUB-BRE,Syphon 5 Cup Upper Bowl - BU,,$115.50 ,53210,VPX - VAT on Purchases (5%),,$185.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EG-E-MF220-EUR,Eureka - Mignon Perfetto,,$0.00 ,53210,N-T - Not Reportable,,"$2,725.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-PSSACB-BRE,Battery - Acaia Pearl Scale,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$228.90 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TCMPF50S-BRE,Toddy Commercial Filter Pack,Toddy Commercial Filter Pack - TCMPF50S,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$500.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-TSBAG-BRE,Toddy Strainer Bag,Toddy Strainer Bag,$75.00 ,53210,VPX - VAT on Purchases (5%),X,$110.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-HOMJ-MUD,Mud Jug - Portable Spittoon,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-W-WATMTR-ROT,"Water Activity Meter, Rotronic","Water Activity Meter, Rotronic - HygroPalm",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-F-LEAKDTC-FLX,FlexPak Leak Detector,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-GASTEST-CFT,"Gas Tester, O2 and CO2",,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SMPLROD-CFP,Sample rods,"Sample rods, Triers for taking samples",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-JUTEHOOK-BAGS,Jute Bag Hooks,Jute Bag Hooks for lifting jute bags,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-GRADCYL-ONL,Graduated Cylinder,"Graduated Cylinder, 1 x 10ml, 1 x 100ml, 1 x 1000ml",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-R- CLRRAN-CLT,"Colour Meter, Countertop","Colour Meter, Countertop for Roast Analyzer - ColorTrack",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SIESHA-DFT,Sieve Shaker,"Sieve Shaker, Grading the particle sizes of ground roasted coffee",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
EM-T-CALWGT-TRO,Calibration Weight,Calibration Weight for Calibrating Scales,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-S-GRDMAT-SCA,"Grading Mats, Matte Black","Grading Mats, Matte Black (59-61cm x 59-61 cm)",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-O-STPWTC-ONL,Stop Watches,Stop Watches,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-MUG-NNT,Mug 10-12oz White,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TWOOD-BRE,"Tamper, Wooden or Black 58mm","Tample, Wooden handle or black colour handle - Customized",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$267.75 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-STSPIT-CFT,Stainless Steel Spittoons,Stainless Steel Spittoons for Cupping Table,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-FPK12-BRE,Bodum - Coffeemaker 12 Cup,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-G-CUPTBL-67,Cupping table - Round Rotating,"Cupping table - Round Rotating. 1M Dia, 1.05M Height, incl 4 Stools per table",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-G-CUPTBLM-67,Cupping table - Rectangle Medi,Cupping table - Medium Rectangle with Mounted Wheels,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-G-CUPTBLO-67,Cupping Table - Long Rectangle,Cupping Table - Long Rectangle with mounted Wheels,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-LESPCUP-LINO,Espresso Cups White With sauce,LINO Espresso Cups White With saucer,$0.00 ,53210,N-T - Not Reportable,X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-SESPCUP-LINO,Small cappuccino  cup 4/5oz,LINO - Small cappuccino  cup 4/5oz White With saucer,$0.00 ,53210,N-T - Not Reportable,X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-LESPMUG-LINO,Mug 10-12oz White,Mug 10-12oz White,$0.00 ,53210,N-T - Not Reportable,X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SMPLHULL-CFP,Sample Parchment Huller,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SMPLSPLT-CFP,"Sample Splitter, Coffee Pro",Sample Splitter for Green Bean,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-SMPLSIEV-CFP,Sample Sieve Set (10-20) Green,Green Coffee Sizing Screens (set of 12 screens from sizes 10 to 20),$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SP-G-700724-NOU,Stainless Steel Steam Wand,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$211.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-L-LMPFN-RAW,LM Naked Porta Filter,LM Naked Porta Filter & Basket,$323.00 ,53210,VS5 - VAT on Sales (5%),X,$467.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-MJ32R-BRE,Milk Jug 1000ml - RW,Milk Jug 1000ml Rattleware SRMJ1000,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$114.29 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-EMCTO-BRE,"Barista Tools, Espresso Machi",Coffee tool for espresso machines,$112.00 ,53210,VS5 - VAT on Sales (5%),X,$150.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-WFRUV-CUL,"Water Filtration, RO AC30 Uv-",Culligan RO AC 30 UV 2 Gallons-230 V -50Hz,$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-S-KBFST-TAR,"Knockbox, Free Standing Sparkl",Knock Box Free Standing 835mm High Black and Stainless Steel SRKBFS,$305.85 ,53210,VS5 - VAT on Sales (5%),X,$800.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-MPTMY-RAW,"""Accesssories, MyPressi Twist","""Accesssories, MyPressi Twist (MyPressi)""",$600.00 ,53210,VS5 - VAT on Sales (5%),X,$795.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-WF7CR-CUL,"Water Filtration, 7CC-BW Cart",7CC-BW REPLACEMENT CARTRIDGE,$300.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-PSSAC-VAR,Acaia White Pearl Smart Scale,"Acaia, Pearl Smart Scale SRAPSS White",$448.10 ,53210,VS5 - VAT on Sales (5%),X,$819.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-E-WFCSM-CUL,Everpure Claris System Water,"Water Filtration, Claris System Medium (Everpure) SRWFCM",$350.00 ,53210,VS5 - VAT on Sales (5%),X,"$1,750.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-RCBS-BRE,"Bottle, Refundable Cold Brew","Bottle, Refundable Cold Brew System",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$15.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-FF100-MAR,"Filters - Brewing (U), Filtro",Marco Filtro Airpot Filter Papers 1000 units,$80.00 ,53210,VS5 - VAT on Sales (5%),X,$115.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-C02SC-RAW,CO2 Soda Charges 24/box,CO2 Soda Charges 24/box - BestWhip,$36.00 ,53210,VS5 - VAT on Sales (5%),X,$60.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-EVO50-BRE,EVO Espresso Cleaner 500g,"Cleaner,  Cafetto Evo Cleaner 500g Organic CAEVO500",$29.50 ,53210,VS5 - VAT on Sales (5%),X,$99.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-VDCE2-BRE,"V60 02 Dripper, Ceramic- Hario","Coffee Maker, Coffee Dripper V60 02 Ceramic",$92.42 ,53210,VS5 - VAT on Sales (5%),X,$135.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-N-WFBR2-CUL,"""Water Filtration, BWSO 2000 R","""Water Filtration, BWSO 2000 Regeneration""",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-P-WFCS1-CUL,"Water Filtration, Cartridge S","Water Filtration, Cartridge S100",$0.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-VDRSC-BRE,V60 Drip Scale (Hario),"Accessories, V60 Drip Pour over Coffee Scale (Hario)",$187.00 ,53210,VS5 - VAT on Sales (5%),X,$250.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-VRS60-BRE,V60 Range Server 600ml - Hario,V60 Range Server 600ml Clear BGRSV60 (XGS-60),$100.82 ,53210,VS5 - VAT on Sales (5%),X,$150.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-R-SG3OZ-BRE,Shot Glass 2.4oz (70ml),"Glass, Shot Glass 3oz (70ml) SRSG70 (Rhinowares)",$29.75 ,53210,VS5 - VAT on Sales (5%),X,$55.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-TMCCA-BRE,Tamping Mat Corner - Cafelat,Tamping Mat Corner - Cafelat,$63.29 ,53210,VS5 - VAT on Sales (5%),X,$90.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-FPK35-BRE,Bodum - French Press 3 Cup,"""Bodum Kenya, Coffee Maker 3-cup,0.35/12oz""",$93.50 ,53210,VPX - VAT on Purchases (5%),X,$145.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-FPK50-BRE,Bodum 5 Kenya French Press,"Coffee Maker,Kenya 4cup, 0.5l, 17oz (Bodum)",$106.25 ,53210,VS5 - VAT on Sales (5%),X,$200.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-J6F50-MAR,"Filters - Brewing (U), JET 6",Marco Jet 6 Filter Paper,$175.00 ,53210,VS5 - VAT on Sales (5%),X,$330.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-KBHAR-BRE,Buono Kettle 1.2L- Hario,Kettle - Buono (Hario) BGKB,$203.62 ,53210,VS5 - VAT on Sales (5%),X,$255.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-T-KBCTL-BRE,Tubbi Counter Top Knockbox,Knock Box Big Tubbi BGKBB,$140.25 ,53210,VS5 - VAT on Sales (5%),X,$210.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-S3CHA-BRE,Syphon 3 Cup (Hario),Syphon 3 cup (Hario),$361.75 ,53210,VS5 - VAT on Sales (5%),X,$475.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-S5CHA-BRE,Syphon 5 Cup (Hario),Coffee Syphon 5 cup (Hario) BGHS5C,$392.00 ,53210,VS5 - VAT on Sales (5%),X,$525.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-FBCDH-BRE,Clever Dripper Filter Small,"Filters, Clever Dripper - Small BGCDF1",$7.37 ,53210,VS5 - VAT on Sales (5%),X,$15.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-FBCDQ-BRE,Clever Dripper Filter- Melitta,Mr Clever Filters - Large Melitta Size 4.  40 per box,$9.26 ,53210,VPX - VAT on Purchases (5%),X,$26.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-BG-GOOSEKETTLEWH,Brewista Artisan 600ML White,,$0.00 ,53210,VPX - VAT on Purchases (5%),,$588.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-M-MCRED-BRE,Mr. Clever Dripper Red - Large,Mr Clever Red -  Large  (C-70777),$0.00 ,53210,VS5 - VAT on Sales (5%),X,$152.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CH3CC-BRE,Chemex 3 Cup Coffee Maker,"Coffee Maker,  3 Cup (Chemex)",$140.25 ,53210,VPX - VAT on Purchases (5%),X,$200.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CH3CG-BRE,Chemex 3 Cup w/ Glass Handle,"Coffee Maker, Chemex 3 Cup with Glass Handle (",$140.25 ,53210,VS5 - VAT on Sales (5%),X,$190.48 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CH6CC-BRE,"Chemex 6 Cup, Coffee maker","Coffee Maker, Chemex 6 Cup (Chemex) BGCH6",$153.00 ,53210,VPX - VAT on Purchases (5%),X,$210.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CF6CP-BRE,Chemex Bonded 6 Cup Filters Sq,"Filters - Brewing,  Chemex Prefolded filter squares 3/24 packs BGCHF3/24 - 6 Cup",$29.74 ,53210,VS5 - VAT on Sales (5%),X,$50.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-CF3CP-BRE,Chemex Filters Unfolded,"Filters - Brewing, Half Moon Filters for One Pint 2/24 Packs",$29.58 ,53210,VS5 - VAT on Sales (5%),X,$40.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-V60DS-BRE,V60 Drip Station - Hario,V60 Drip Station (VSS-1),$171.75 ,53210,VS5 - VAT on Sales (5%),X,$378.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-SCFHA-BRE,Syphon Cloth Filter FS-103,"Filters, Cloth Filter Coffee Syphon (5pcs in 1plt) MCA-3/5 TCA-2/3/5 BGHSF",$28.01 ,53210,VS5 - VAT on Sales (5%),X,$47.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-GC450-BRE,Grinder Clean 450g Cafetto,Cafetto Grinder Cleaner 450g,$68.00 ,53210,VS5 - VAT on Sales (5%),X,$125.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-C-QFHB3-CUL,"Ql3B FILTER HEAD BSP 3/8""","""Ql3B FILTER HEAD 3/8"""" BSP""",$140.00 ,53210,VS5 - VAT on Sales (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-AEPRE-BRE,Aerobie AeroPress Coffee Maker,AeroPress Aerobie Coffee Maker BGAA,$110.50 ,53210,VPX - VAT on Purchases (5%),X,$169.25 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-A-FBAPA-BRE,Aerobie Aeropress Filters Brew,Aeropress Aerobie Brewing Filters BGAAF,$12.75 ,53210,VPX - VAT on Purchases (5%),X,$35.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-CBSTO-BRE,Hario Cold Brew System,Coffee Maker -  Cold Brew Dripper (Hario),$756.50 ,53210,VS5 - VAT on Sales (5%),X,"$1,145.00 ",43210,VS5 - VAT on Sales (5%),13420,53210
SR-B-FPK40-BRE,Bodum - Coffeemaker 4 Cup,"""Bodum Kenya, Coffee Maker 4-cup,0.5l/17oz""",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$199.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-MJ95T-BRE,Milk Jug 950ml 32oz- Rhino,"Milk Jug 950ml/32oz, Rhinowares",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$115.50 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-ARTPEN-BRE,Motta Latte Art Pen,Motta Latte Art Pen,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-K-FSTRAY-RES,Food Service Tray Treadlite,FOOD SERVICE TRAY TREADLITE ROUND BLACK D40.5CM NON SLIP,$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-HUMIDTY-HAN,"Humidity Tester, Thermo-Hygrom","Humidity Tester, Thermo-Hygrometer",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
SR-H-TDSTSTR-HAN,TDS Meter,"TDS Meter, Waterproof portable EC/Resistivity/TDS/NaCl auto ranging meter",$0.00 ,53210,VPX - VAT on Purchases (5%),X,$0.00 ,43210,VS5 - VAT on Sales (5%),13420,53210
